"ID","Registry name","Spawns"
147,"byg:snowy_coniferous_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:dread_lich [weight: 2, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:stray [weight: 80, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:moose [weight: 9, min: 3, max: 4] }; { alexsmobs:moose [weight: 9, min: 3, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:wolf [weight: 8, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
148,"byg:snowy_deciduous_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:dread_lich [weight: 2, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:stray [weight: 80, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { savageandravage:iceologer [weight: 8, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:moose [weight: 9, min: 3, max: 4] }; { alexsmobs:moose [weight: 9, min: 3, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { minecraft:wolf [weight: 5, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
149,"minecraft:modified_jungle","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:ocelot [weight: 2, min: 1, max: 1] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { aquaculture:arrau_turtle [weight: 8, min: 1, max: 2] }; { iceandfire:amphithere [weight: 50, min: 1, max: 3] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:parrot [weight: 10, min: 1, max: 1] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:arapaima [weight: 1, min: 1, max: 1] }; { aquaculture:piranha [weight: 20, min: 1, max: 6] }; { aquaculture:tambaqui [weight: 6, min: 1, max: 2] }"
150,"byg:snowy_evergreen_taiga","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:dread_lich [weight: 2, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 100, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 25, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:moose [weight: 9, min: 3, max: 4] }; { alexsmobs:moose [weight: 9, min: 3, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:wolf [weight: 8, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
151,"minecraft:modified_jungle_edge","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { aquaculture:arrau_turtle [weight: 8, min: 1, max: 2] }; { iceandfire:amphithere [weight: 50, min: 1, max: 3] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:arapaima [weight: 1, min: 1, max: 1] }; { aquaculture:piranha [weight: 20, min: 1, max: 6] }; { aquaculture:tambaqui [weight: 6, min: 1, max: 2] }"
152,"byg:the_black_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 100, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 25, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:wolf [weight: 8, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
153,"byg:tropical_fungal_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:ocelot [weight: 2, min: 1, max: 1] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { aquaculture:arrau_turtle [weight: 8, min: 1, max: 2] }; { iceandfire:amphithere [weight: 50, min: 1, max: 3] }; { minecraft:parrot [weight: 40, min: 1, max: 2] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
154,"byg:tropical_rainforest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:ocelot [weight: 2, min: 1, max: 1] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { aquaculture:arrau_turtle [weight: 8, min: 1, max: 2] }; { iceandfire:amphithere [weight: 50, min: 1, max: 3] }; { minecraft:parrot [weight: 40, min: 1, max: 2] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
155,"minecraft:tall_birch_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
156,"minecraft:tall_birch_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:bald_eagle [weight: 15, min: 2, max: 4] }; { alexsmobs:bald_eagle [weight: 15, min: 2, max: 4] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
157,"minecraft:dark_forest_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:bald_eagle [weight: 15, min: 2, max: 4] }; { alexsmobs:bald_eagle [weight: 15, min: 2, max: 4] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { mowziesmobs:lantern [weight: 5, min: 2, max: 4] }; { mowziesmobs:lantern [weight: 5, min: 2, max: 4] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
